Name,Ticker,Sub-Sector,Market Cap_x,PE Ratio_x,1M Return,1W Return,6M Return,1Y Return,5Y CAGR,PE Ratio_y,PB Ratio,PS Ratio,EV/EBITDA Ratio,EV / Revenue Ratio,Price / Sales,Price / Free Cash Flow,Market Cap_y,Enterprise Value,Dividend Yield,Dividend Per Share,Earnings Per Share,Payout Ratio,Free Cash Flow,Net Profit Margin,EBITDA Margin,Return on Assets,Return on Equity,Return on Investment,ROCE,Cash Flow Margin,Operating Cash Flow,Inventory Turnover Ratio,Asset Turnover Ratio,Working Capital Turnover Ratio,Days of Sales Outstanding,Debt to Equity,Long Term Debt to Equity,Interest Coverage Ratio,3Y Historical Dividend Growth,5Y Historical Revenue Growth,5Y Historical EBITDA Growth,5Y Historical EPS Growth,1Y Historical Revenue Growth,1Y Historical EBITDA Growth,1Y Historical EPS Growth,5Y Avg Return on Equity,5Y Avg Return on Assets,5Y Avg Return on Investment,5Y Avg Net Profit Margin,5Y Avg EBITDA Margin,Free Cash Flow.1,Operating Cash Flow.1,Investing Cash Flow,Financing Cash Flow,Change in Working Capital,Total Assets,Total Liabilities,Total Equity,Share Capital,Reserves & Surplus,"Net Property,Plant & Equipment",Cash and Equivalent,Long Term Debt,Accounts Payable,Total Receivables,Total Inventory,Goodwill & Intangibles,Other Assets,Other Liabilities,5Y CAGR Missing,5Y EPS Growth Missing,Market Cap,Score,Buffett Score,Earnings Yield,ROIC,Greenblatt Rank,Greenblatt Score,Piotroski Score,PEG Ratio,Peter Lynch Score,Composite Score,Final Rank,Name_lower
avanti feeds,AVANTIFEED,Packaged Foods & Meats,10272.2780758181,19.42453732923266,-14.102855842530428,0.1060796923689011,14.248080686436866,18.63227823368504,10.614653082889625,19.42453732923266,3.819727314779884,1.7778289813270878,11.47769455014348,1.5867175394588953,1.7778289813270878,77.8851927804845,10272.2780758181,9168.038075818102,1.1937086018792795,9.0,38.81,0.2318989951043545,131.89,9.152490745,13.82435761,12.24551376,14.09878585,13.30179614,26.92271298,4.776245738,262.95,0.0,1.981196091777062,2.859110151145156,8.370756958734784,0.0061466494624935,0.0058714818519523,328.7777777777776,12.924323465723408,6.658815760371795,8.67520480231958,8.821599197567531,4.951892425032289,34.01281793168236,48.06073139473023,16.13929693,13.84536108,15.16818111,6.787448097,10.83812796,131.89,262.95,-223.68,-60.39,-205.91,3098.1800000000003,408.9100000000004,2689.27,13.62,2351.86,505.80000000000007,1444.56,15.79,322.73,143.47,885.18,0.0,49.6,12.340000000000456,0.0,0.0,10272.2780758181,607.0,55,0.08712551075751525,26.92271298,152.0,87.71186440677965,3,2.201929252758251,0,52.813559322033896,142.0,avanti feeds
emudhra,EMUDHRA,IT Services & Consulting,6198.95297657506,73.24770148381258,-1.8013887069304335,0.6309995301067237,-21.43047061951609,-16.25573881992858,34.35147013955928,73.24770148381258,8.295466132154456,11.744000031401674,45.43045004211406,11.393761322702067,11.744000031401674,336.5338206609696,6198.95297657506,6014.0829765750605,0.1639866770794,1.25,10.437547143861671,0.1197599381129622,18.42,16.03326766,25.07956957,10.46002867,12.00987696,11.48045552,14.08313656,19.25204607,101.62,14.059907834101384,0.6523953131952341,1.52411751967083,86.00844953016065,0.0,0.0,93.57758620689658,0.0,35.21095837656203,32.60224178378137,34.486637111991094,38.890643090201024,13.650412087912104,8.334884585279141,19.09506455,13.66715707,14.06469037,19.15430125,32.00742974,18.42,101.62,-204.28,-21.35,-29.71,868.1399999999999,120.86999999999988,747.27,40.66,322.91,310.98999999999995,186.82,0.0,31.43,145.47,1.4,125.46,3.84,12.039999999999868,0.0,0.0,6198.95297657506,609.0,45,0.022011668365006273,14.08313656,417.0,2.5423728813559308,3,2.123944449728447,0,24.26271186440678,234.0,emudhra
bank of india,BANKINDIA,Public Banks,55100.9073066583,5.770767856269212,5.658238884045332,-3.526508517751956,6.389496717724287,-0.5481917853051888,19.561780979486265,5.770767856269212,0.6812056635650889,0.6834209194137001,3.319244951450276,0.552204477887648,0.6834209194137001,3.093575311691293,55100.9073066583,-45574.69269334171,3.3468229678445933,4.05,20.969529126863502,0.1931373840346111,17811.4,11.84280734,16.58860995,0.962418853,12.59423304,7.9774998825,5.354791752,22.9884252,18534.45,0.0,0.0812661073239827,-0.1171487719546225,45.29327460850112,0.0,1.5313827270599731,4.423047132498352,26.51489979526238,10.347825989811854,57.08390116647881,51.82543765540173,19.46496974596572,22.884507073311543,38.28109761340006,8.009427474,0.593664086,7.342365747500001,8.087832553,12.98153086,17811.4,18534.45,-854.48,34.24,218.12999999998783,1058303.21,977415.88,80887.33000000002,4553.41,54142.8,12046.94,100837.17,123869.46,9.61,16.24,10.03,0.0,23898.59,33740.43999999999,0.0,0.0,55100.9073066583,612.0,65,0.30127333614323054,5.354791752,236.0,46.610169491525426,4,0.11135010368152153,100,66.81638418079096,75.0,bank of india
interglobe aviation,INDIGO,Airlines,203113.0474461,27.983170870453552,-6.010538537108154,-4.673913043478261,22.142168264594087,25.10895461677029,39.87421789412171,27.983170870453552,101.7381262784574,2.4151889986480093,10.401119129612804,2.6409761141867483,2.4151889986480093,10.097626362413392,203113.0474461,222101.3374461,0.1900314597477678,10.0,187.93,0.0532113020805619,20114.93,8.630862492,25.39126878,11.55981208,16.82190523,23.23818498,24.64386337,29.78693594,21217.58,0.0,1.189555395215961,22.87654967459383,2.522546855937464,25.68585925877691,18.965583566666496,2.494763779527559,0.0,17.66176160968127,30.60057917219381,17.05383890666854,18.06377995248145,14.293911168727162,-11.29180115972425,-19.53321614,-3.440110888,2.603655324,-8.119064849,15.49219347,20114.93,21217.58,-11811.74,-9978.53,3838.83,82224.51000000001,80228.08000000002,1996.4300000000003,385.98,-2382.91,36155.030000000006,32291.730000000003,37863.46,3157.62,642.52,624.8,0.0,8822.34,11566.30000000002,0.0,0.0,203113.0474461,612.0,50,0.09614350028478391,24.64386337,158.0,86.01694915254237,4,1.6408722413527275,50,64.13841807909606,86.0,interglobe aviation
garware hi-tech films,GRWRHITECH,Commodity Chemicals,9923.83463993009,29.96145957348615,6.549087013925208,-5.050280817812507,-17.137613973732,115.7502376544754,31.1241646920274,29.96145957348615,4.853205516397737,4.586384183056388,19.24493862626912,4.40699275332296,4.586384183056388,63.90929057141994,9923.83463993009,9535.67463993009,0.280928429498664,12.0,142.57,0.0841691800519043,155.28000000000003,15.30761267,22.89948978,8.959815251,10.42398388,10.51838811,21.61290323,10.02925272,172.11,0.0,0.9536099285153944,4.481226053639848,5.7370734277369015,0.0,0.0,51.73804100227793,6.265856918261115,18.22963534954358,23.356518312407392,30.94970823987648,26.087361894550387,54.32940883324002,62.9238766640433,8.927792405,7.446768293,8.955411514,12.67462317,20.74782659,155.28000000000003,172.11,45.56,-169.35,-125.84,2323.71,278.9100000000002,2044.8,23.23,2015.65,1452.54,388.16,0.0,162.13,38.07,289.75,0.0,9.82,19.120000000000218,0.0,0.0,9923.83463993009,613.0,55,0.05196171416390029,21.61290323,253.0,38.13559322033898,4,0.9680692089653679,100,61.27401129943503,105.0,garware hi-tech films
rainbow children's medicare,RAINBOW,Hospitals & Diagnostic Centres,14417.5177215249,59.22654447489999,2.009184845005741,1.0376687988628222,-8.61031473488547,9.833024118738416,21.898747783839447,59.22654447489999,9.774522017833712,9.201417927042849,26.770545650744417,9.315906592416075,9.201417927042849,57.672377781210834,14417.5177215249,14596.907721524898,0.2113089263245084,3.0,23.9769487192923,0.1251201741773816,249.99000000000004,15.53596957,34.79909119,10.70636123,17.76906709,14.30543333,18.27238347,25.25145512,395.66,8.637827352085354,0.6891337668420787,2.7401150691639127,17.20779510875115,0.5176778462518898,0.5028304892848184,5.2964457752896745,0.0,16.512767202134437,20.90597739520992,30.479054156494144,17.46079342708926,16.156107536960434,12.157276562083776,19.43612834,10.18271219,13.97011451,13.85928873,33.04181817,249.99000000000004,395.66,-267.8,-117.72,-94.25,2376.99,901.98,1475.01,101.55,963.63,1426.6,591.01,741.6800000000001,99.54,77.3,27.57,0.0,98.74,9.73,0.0,0.0,14417.5177215249,620.0,60,0.03735448701891486,18.27238347,322.0,12.711864406779668,4,1.9431883998368973,50,45.14689265536724,181.0,rainbow children's medicare
ajax engineering,AJAXENGG,Construction & Engineering,6958.74276060173,26.755133840600312,-17.69594594594595,-3.009793773389615,1.7047363117232075,1.7047363117232075,31.95079107728942,26.755133840600312,7.580660116564697,3.287512170056375,17.549600378461054,2.99253220104772,3.287512170056375,37.78844833343323,6958.74276060173,6334.35276060173,0.0,0.0,22.73,0.0,184.15,12.28740693,17.05185381,20.44042145,27.59474433,24.52709998,37.66018571,11.65515963,207.47,0.0,1.9217664068564475,3.606918292579023,14.075137476850978,0.0089764259880604,0.0019281885920955,4.181950509461425,0.0,23.28901965990873,20.852375574126203,-8.220424990935038,18.9121776109928,14.87221921644751,15.504422315003922,7.35877318,1.323037642,19.45633818,11.61372367,16.46519016,184.15,207.47,-115.58,-25.46,-85.99000000000001,1236.15,318.19,917.96,11.44,906.52,183.751,632.63,1.7699999999999998,211.42,88.22,226.74,0.799,18.81,0.67,0.0,0.0,6958.74276060173,622.0,65,0.056981354471599154,37.66018571,144.0,89.83050847457628,5,-3.2547141869312317,100,83.11581920903956,18.0,ajax engineering
bikaji foods international,BIKAJI,FMCG - Foods,18674.5297306452,92.98212373354494,6.744868035190629,-1.1655629139072787,-8.409596834034133,1.9886557780359555,17.45865741112178,92.98212373354494,15.35557561682471,7.034357053234642,51.67322847273961,7.02936225144465,7.034357053234642,160.4616749496924,18674.5297306452,18661.2697306452,0.1336097259737418,1.0,8.02,0.1246882793017456,116.38,7.565278971,13.60348958,18.97305171,24.48488758,20.03775796,21.30507997,10.38244642,244.68,0.0,1.8956342915899065,11.134570619691727,12.56235968599798,0.1367852385416152,0.0426677849589685,18.45610561056108,115.44346900318838,19.64302426481817,28.439391462842355,28.181365212786336,12.648779846138837,-13.874844987121962,-24.689727989161163,8.3121946895,2.616715007,13.19908924,7.473029907,12.88388273,116.38,244.68,-198.85,-53.92,-151.76,1529.8300000000002,313.6900000000002,1216.14,25.04,842.17,819.4246,177.39,51.88999999999999,68.81,103.54,82.14,4.5954,178.2,6.620000000000236,0.0,0.0,18674.5297306452,629.0,65,0.01935238090508615,21.30507997,379.0,4.237288135593218,4,3.299418712737077,0,34.1045197740113,211.0,bikaji foods international
usha martin,USHAMART,Iron & Steel,9351.06877359915,22.953604098282103,-1.7731629392971282,-0.4371761658031161,-19.96103896103897,-22.2726699457687,83.03501644835566,22.953604098282103,3.922576260680626,2.648007785555466,14.598827337142952,2.7047451332062296,2.648007785555466,56.257181889057584,9351.06877359915,9551.428773599151,0.979915090120029,3.0,13.37,0.2243829468960359,166.21999999999997,11.5363486,18.52713969,13.27388742,19.18813844,16.33123949,20.62795897,13.54025254,443.84,0.0,1.1056438129708137,3.19093508993074,53.70565447872772,0.152619016657508,0.1080745497942455,18.829103214890026,14.471424255333186,5.590622606949336,-3.1593993020266664,-0.5047518187302424,7.731403660236813,0.4560180564725607,-3.675898702707834,21.63803871,10.18470669,16.89676521,10.5267769,17.24106208,166.21999999999997,443.84,-284.89,-159.33,-194.21,3313.19,929.2799999999996,2383.91,30.54,2211.06,1263.42,167.71,257.64,220.91,539.31,889.62,55.61,149.1,44.62999999999955,0.0,0.0,9351.06877359915,635.0,80,0.06849865245380071,20.62795897,238.0,44.91525423728814,4,-45.47502999795893,100,70.80790960451978,55.0,usha martin
max healthcare institute,MAXHEALTH,Hospitals & Diagnostic Centres,119687.967623141,111.2465773349639,4.1216216216216175,5.250576282762743,5.232950708980419,38.06544488123581,21.898747783839447,111.2465773349639,14.234773400911616,16.66011993473657,62.09189284452689,16.687914648061827,16.66011993473657,356.3732845709127,119687.967623141,119887.647623141,0.1218057788891829,1.5,11.07,0.1355013550135501,335.8499999999999,14.97584945,26.87615707,9.570627537,13.37284174,11.51251302,14.61590906,19.0708689,1121.8,0.0,0.6500921418581934,10.604072414887415,20.292427026349856,0.1544871993092408,0.1413475513014769,9.52242152466368,0.0,29.706866149740165,39.807687782097,44.21447805014225,22.131422053050965,15.60421269436412,1.6753622655629472,9.053273801,5.654233949,9.302150594,12.80132581,23.72593299,335.8499999999999,1121.8,-1252.55,-263.74,-428.37,11999.94,3591.800000000002,8408.14,971.91,2254.48,5887.67,1099.27,1188.47,900.42,462.69,79.84,3449.06,954.91,639.7700000000018,0.0,0.0,119687.967623141,645.0,45,0.016105162110356657,14.61590906,428.0,1.2711864406779654,4,2.516066732910488,0,27.214689265536727,227.0,max healthcare institute
sarda energy & minerals,SARDAEN,Iron & Steel,15799.2615577078,22.57617895702868,-1.134111429200624,1.9761499148211217,-6.794605809128631,93.95993437526984,91.74005515297917,22.57617895702868,3.9556004550925215,3.281088532829614,11.313654529766636,3.3114275598790925,3.281088532829614,32.45667767309216,15799.2615577078,15945.3515577078,0.3345548164193356,1.5,19.86,0.0755287009063444,486.78,14.53340948,29.26930066,9.108935378,13.9383594,12.15228743,21.79415482,18.56476569,752.3,0.0,0.8386577644094911,2.8848429295062465,10.733020092414725,0.3420602631348347,0.2649549966826484,5.167847411444141,25.99210498948732,19.412444605567835,32.95112763968808,41.46260418439933,18.827579399353446,43.95044327327688,33.8105549177819,17.16511515,9.721818159,12.83501006,15.57056832,28.49181673,486.78,752.3,-434.28,-221.83,-70.26999999999998,6001.85,2007.7,3994.15,35.24,3659.37,3040.2,1325.66,1058.27,172.61,101.17,528.39,63.83,172.4,64.18,0.0,0.0,15799.2615577078,648.0,70,0.08838876928484635,21.79415482,201.0,69.0677966101695,3,0.5444949587976716,100,71.72033898305085,52.0,sarda energy & minerals
kei industries,KEI,Cables,35028.164003901395,50.29819216252118,4.727532097004274,-3.1042948024179804,-17.553358092084665,-21.42933287849392,61.75905446830387,50.29819216252118,11.126162623885945,3.5715071983357305,32.45702134433117,3.517045741129279,3.5715071983357305,166.79283845484213,35028.164003901395,34494.024003901395,0.1029941940319275,4.0,75.65,0.0528750826173165,210.01,7.100667131,10.83600896,13.78346241,20.24387183,18.84597979,30.77767408,7.487949369,610.5,0.0,2.3277826696825064,4.551239126752655,54.06818846882082,0.0528004269011234,0.0082076823144139,17.83683737646002,16.96070952851465,14.866954504177166,15.650314397948884,19.9747605668128,20.293753296292195,19.917855208521296,17.489030111581595,19.71000316,11.09147012,18.05278976,6.813206548,10.82161049,210.01,610.5,-352.56,-71.76,-273.40000000000003,4656.459999999999,1508.1899999999991,3148.27,18.05,2510.12,891.2399999999999,700.37,25.84,526.12,1517.87,1342.75,0.0,66.19,23.69999999999931,0.0,0.0,35028.164003901395,654.0,65,0.030809974501084542,30.77767408,252.0,38.98305084745763,4,2.5180873630139753,0,44.52824858757062,183.0,kei industries
star health and allied insurance company,STARHEALTH,Insurance,26046.5243502077,40.3284370455017,4.757407626018174,-5.985803580887806,-5.449963246875983,-15.367985712942955,14.364223988100589,40.3284370455017,4.07998213500163,1.616493308513242,30.279245514439022,1.6180709186139186,1.616493308513242,21.95295654353477,26046.5243502077,26071.944350207697,0.0,0.0,11.01,0.0,1186.47,4.008321242,5.343828392,5.122227324,14.28922918,12.32874914,12.45155599,9.33921936,1309.96,0.0,0.9767262686834062,-1.867732000468296,0.0,0.0736217845294001,0.0736217845294001,11.83948220064725,0.0,26.43727812197745,14.222689809822086,14.214801858829084,14.875763201496618,-27.494189767253783,-23.97582498260355,-4.531221605,-1.490679842,-2.307126008,-3.232173159,-3.881347655,1186.47,1309.96,-1176.71,22.97,1309.97,17767.74,11383.760000000002,6383.98,585.28,-241.86000000000053,385.59,444.58,470.0,384.51,0.0,0.0,0.0,0.0,61.22000000000204,0.0,0.0,26046.5243502077,659.0,35,0.03302592198088747,12.45155599,375.0,4.66101694915254,5,2.837073456669601,0,28.56497175141243,225.0,star health and allied insurance company
tega industries,TEGA,Industrial Machinery,10022.9575949253,50.07973216211301,-0.6847511193047053,-6.426799007444163,-10.5929064564876,-10.156319785618578,41.097562204518034,50.07973216211301,8.40979140719681,5.943827593830978,25.800995237779528,5.928041366158231,5.943827593830978,39.75155705134172,10022.9575949253,9996.337594925302,0.1327661847710249,2.0,30.08,0.0664893617021276,252.14,11.8687288,22.97601822,11.0331718,17.3026718,15.1123794,21.0577836,16.59525455,252.14,0.0,0.9597140686314962,2.61932166794815,92.03788813245724,0.2584366766793643,0.1391820912553909,10.636059479553907,0.0,19.31520088438748,26.343141772572555,21.47673537897292,10.986935202553717,12.804984568799885,3.0980936841019457,19.15202051,11.44062313,14.74434428,13.45932624,23.86059559,252.14,252.14,-96.31,-115.23,-82.28999999999999,1884.79,692.9700000000003,1191.82,66.54,1034.5,547.8580000000002,334.63,165.88,221.03,447.29,370.15,63.262,15.28,0.9900000000002364,0.0,0.0,10022.9575949253,661.0,75,0.03875819482093984,21.0577836,295.0,20.33898305084746,3,2.331813065552981,0,38.60169491525424,203.0,tega industries
crompton greaves consumer electricals,CROMPTON,Home Electronics & Appliances,22112.8559766963,39.77490057864248,0.6143943826799197,-3.044826614040037,-14.26287962621419,-19.771375247871223,9.130205742852793,39.77490057864248,6.411437610850864,2.787669775867558,23.2968234485134,2.810698173397681,2.787669775867558,29.110418336400176,22112.8559766963,22295.5259766963,0.8724883565620021,3.0,8.64,0.3472222222222222,759.62,7.008615321,12.06472711,7.496849473,13.4190069,12.56267908,20.01254221,11.42801008,843.41,0.0,1.351788025524598,13.642528528063703,32.01304337411974,0.1980852254441181,0.1019898694392818,16.76094205919134,6.265856918261115,11.614519327029772,7.775296333788417,1.7677901498245552,7.481911059320878,22.52522148819583,25.61866101472985,25.0766307,12.8804523,19.08334517,8.573105405,13.24079924,759.62,843.41,-206.89,-541.3,124.26999999999995,6081.7,2632.73,3448.97,128.62,2676.41,773.8699999999994,949.87,351.76000000000005,1158.21,720.89,830.44,2481.4400000000005,121.59,207.76,0.0,0.0,22112.8559766963,665.0,35,0.042924306921500545,20.01254221,294.0,21.186440677966104,3,22.499786291144314,0,26.85593220338983,231.0,crompton greaves consumer electricals
city union bank,CUB,Private Banks,14519.375350894,12.921962363516126,2.049308228440652,-2.6833986409404416,4.455736828028892,24.729815638906533,8.395050227219937,12.921962363516126,1.728202859619614,2.156737919949793,5.347831705675479,1.1253316722707625,2.156737919949793,54.19699645723778,14519.375350894,7575.845350894001,1.0202531253583091,2.0,15.17,0.1318391562294001,267.9,16.69048291,21.04276526,1.478309815,12.81005181,7.9774998825,9.338773293,7.255211461,436.2,0.0,0.0979781393526218,-0.1425360905569231,45.29327460850112,0.0,0.5623042743913833,4.423047132498352,25.99210498948732,6.784381359734804,16.31736572202791,18.57154324035728,11.973427496952048,8.458511338753958,10.59861847959638,11.6874337,1.283802867,7.342365747500001,15.69467821,20.71579992,267.9,436.2,-106.41,-35.53,-1032.4699999999996,70825.87000000001,62424.44000000002,8401.43,74.07,7423.070000000001,270.37,6943.53,4724.16,9.61,16.24,10.03,0.0,2422.14,2043.6400000000149,0.0,0.0,14519.375350894,667.0,65,0.18699167345500656,9.338773293,237.0,45.76271186440678,4,0.6957936772554144,100,66.56214689265536,77.0,city union bank
electrosteel castings,ELECTCAST,Building Products - Pipes,7920.832482416319,11.16286269489454,24.273537388609085,19.249000836508976,-17.701164211745027,-24.62252511603313,60.26953761902894,11.16286269489454,1.548734547505435,1.0641874711028658,8.378557298785308,1.304532865751318,1.0641874711028658,14.115356825120411,7920.832482416319,9709.74248241632,1.092635691161574,1.4,11.48,0.1219512195121951,561.15,9.533284608,15.56989848,8.39502895,15.57971472,12.87472151,16.37655297,10.62682629,805.54,0.0,0.8445156993361268,4.882885483363073,59.37622597096902,0.4559957296960146,0.0925604030979257,6.3271109451807614,20.507113208761485,22.08598256341525,23.755706980668663,24.4740772386419,-1.8095709244418057,-9.508452738843522,-5.912856368919663,6.993440544,3.595144518,7.897336013,5.49959247,12.92271532,561.15,805.54,-36.52,-720.44,-423.0700000000001,9108.25,3993.8600000000015,5114.389999999999,61.82,3875.69,4154.6597,544.76,473.39000000000016,575.87,1365.17,2273.49,2.1603,315.51,316.4600000000016,0.0,0.0,7920.832482416319,669.0,85,0.11935228993957901,16.37655297,221.0,58.898305084745765,4,0.4561096455669265,100,76.50282485875707,34.0,electrosteel castings
ultratech cement,ULTRACEMCO,Cement,329699.78142473,54.59410102229134,-5.917854149203688,-0.7603890362511052,-3.747121624450492,3.381134179628662,24.91212139541499,54.59410102229134,5.469161859508468,4.298602222246226,25.3827729936689,4.366280545255693,4.298602222246226,174.2645320567297,329699.78142473,334890.66142473,0.678592859261806,77.5,205.3,0.3774963468095469,1891.9500000000007,7.873748522,17.2017476,7.290135042,12.21835109,11.12205849,12.42188002,15.23128121,10897.54,0.0,0.7982130687404577,-23.711410640863136,19.3808202943182,0.1891556583883263,0.1036751066877094,5.561010336011246,26.81560617661427,12.228000587008705,5.91849883361899,0.092558363526396,7.201130444140991,-2.5259465465679205,-15.392852778729615,13.26836365,7.141875882,11.31416456,10.27497756,20.6338182,1891.9500000000007,10897.54,-8788.68,-1925.65,-2131.57,100797.11,40513.68999999999,60283.420000000006,288.69,54451.42,63343.30000000001,6268.01,6249.89,10298.07,4278.16,8329.74,6345.49,5200.7,914.9599999999856,0.0,0.0,329699.78142473,672.0,25,0.039396798775666673,12.42188002,349.0,8.898305084745772,4,589.8343374094128,0,23.502824858757066,235.0,ultratech cement
reliance industries,RELIANCE,Oil & Gas - Refining & Marketing,1929749.54715104,27.70717819824029,-1.4833724299710225,-1.8625429553264543,13.364345974927067,-2.9185867895545403,14.383238095470642,27.70717819824029,2.08444000910688,1.963779888844832,12.635630116076806,2.358523399134644,1.963779888844832,326.799245918889,1929749.54715104,2317652.54715104,0.3856823506650351,5.5,51.47,0.1068583640955896,5905.0,7.087621391,18.66565717,4.142960431,7.935513764,6.697025302,9.5962159,17.3064431,158788.0,0.0,0.5847613606948077,19.214183759263243,11.157213350144657,0.4957841320043034,0.3763269776665932,5.368412377930693,14.84032660596004,9.976772188563563,13.394123197535611,12.269677849275684,7.1021724061261615,2.655629991548996,5.118527092541036,7.974433732,4.069443772,6.740864836,8.075412494,18.76475812,5905.0,158788.0,-113581.0,-16646.0,-5595.0,1755048.0,829260.0,925788.0,6766.0,686913.0,1062856.0,203395.0,348399.0,178377.0,31628.0,152770.0,55984.0,46606.0,12191.0,0.0,0.0,1929749.54715104,673.0,35,0.07914128466990031,9.5962159,288.0,24.152542372881356,4,2.258183021478101,0,31.079096045197744,217.0,reliance industries
cie automotive india,CIEINDIA,Auto Parts,17188.9375479671,20.772129967331868,2.426910486510893,0.8222222222222197,-9.374371353852348,-22.607799347191207,36.735942115634046,20.772129967331868,2.613579524929692,1.8860713468377115,10.961354790261522,1.8042608258811648,1.8860713468377115,34.78274626242887,17188.9375479671,16443.3475479671,1.544910284064686,7.0,21.81291688817099,0.3209107720845925,494.18,9.079816802,16.46019913,8.486596306,13.17177023,12.66448013,15.4533586,9.665094661,880.84,4.49861559760037,0.9346660280780702,13.883084141334889,25.236873492640687,0.0866655110859721,0.0686338907489683,15.070489690721637,40.94597464129783,2.793164926723546,8.529343058839034,18.493697466380787,-5.9470292717763495,-18.15726732608459,-26.457958732398502,8.16620426,4.76581773,7.533596692,5.332538013,12.71232695,494.18,880.84,-236.76,-552.72,-497.88,9748.750000000002,3171.9700000000016,6576.78,379.36,4660.24,3109.1380000000013,1315.5700000000002,451.39,1558.0,627.13,1091.07,2814.212,328.87,214.83000000000183,0.0,0.0,17188.9375479671,675.0,65,0.09122959881641979,15.4533586,247.0,41.10169491525424,4,1.123200485197348,50,55.163841807909606,133.0,cie automotive india
shipping corporation of india,SCI,Logistics,10562.4627717481,12.520997145200344,30.307030129124826,5.751944483256483,1.221715563967996,-17.27023416074819,43.81536805927411,12.520997145200344,1.4009500327273825,1.8114355832797004,6.113460457087473,2.085814376589241,1.8114355832797004,21.900646440415727,10562.4627717481,12162.3627717481,2.906155072196269,6.59,18.11,0.3638873550524572,482.29,14.4671831,34.11839156,5.767943429,9.402824988,8.132798659,11.30395299,18.65080631,994.06,0.0,0.495350611310086,18.48555169844816,76.02510465632766,0.3865269580210889,0.2100709596127064,5.571405570761549,195.265444050688,4.395587902986953,6.982104151332846,26.440394088926624,9.402516018274444,16.621822040108096,24.241425557830325,9.714372868,5.628201897,8.433168572,15.25244658,32.61973965,482.29,994.06,-573.09,103.2,-545.97,12099.9,4560.4000000000015,7539.5,465.8,6551.93,7045.920000000001,1314.32,1583.83,1335.46,1410.9,174.12,0.0,747.93,59.27000000000182,0.0,0.0,10562.4627717481,676.0,65,0.1635734797042283,11.30395299,233.0,48.728813559322035,4,0.47355561732887347,100,67.45197740112994,74.0,shipping corporation of india
mrf,MRF,Tires & Rubber,58289.5182576302,31.1828716177513,-2.7420494699646643,-1.5311963365769892,2.7272967354684394,8.181920758501116,16.78897457606898,31.1828716177513,3.48972998268772,2.0408573372431777,13.022323087764754,2.048360849864632,2.0408573372431777,51.212917339638906,58289.5182576302,58503.8282576302,0.1709859053208995,235.0,4407.51,0.053318086629412,1138.1799999999998,6.544802423,15.72961165,8.126775226,13.25154452,12.50854048,14.8334326,12.95022179,3300.5,0.0,1.1152650079541044,12.45757267134386,34.602060166049924,0.1689201324779263,0.0825771889869941,7.885537316334755,16.142775708728507,11.497779617436388,10.577928448125974,5.613911133836935,12.066365717716176,-1.874882601421395,-10.183064818087432,9.157437187,5.577933267,9.240562,5.844972258,15.29577113,1138.1799999999998,3300.5,-2377.72,-868.22,-1050.51,26849.43,10146.27,16703.16,4.24,16689.33,14430.750000000002,2607.36,1379.3000000000002,2652.78,2911.96,4468.58,0.0,748.14,594.97,0.0,0.0,58289.5182576302,677.0,25,0.07679121407604757,14.8334326,269.0,32.203389830508485,4,5.55457164788406,0,30.494350282485883,218.0,mrf
transport corporation of india,TCI,Logistics,8552.78188935574,20.73401670146843,-1.5586474110602166,-3.6293103448275774,-4.373103065019458,22.173675587110868,47.39066855909093,20.73401670146843,4.198549830814567,1.848011471090888,13.983113306588104,1.8049549252081287,1.848011471090888,150.9758497679742,8552.78188935574,8353.511889355741,0.7271954412564241,8.0,53.43,0.1497286168819015,56.650000000000006,8.912944837,12.90810484,15.24408395,18.61453599,16.31999857,21.6308858,7.219404184,299.31,0.0,2.0112074154066115,5.222233505974748,45.80304012445712,0.095077267461268,0.0681318357649184,23.74257425742577,25.99210498948732,10.866646693886684,16.706866144515065,23.562998406861336,11.630498491284191,12.759531898830003,18.27721831437636,17.71828083,12.97485474,15.53435768,7.906439708,12.53031539,56.650000000000006,299.31,-403.82,17.64,-137.38,2501.4,464.32,2037.08,15.55,1946.2,968.277,426.21,138.79,74.12,600.63,10.55,2.453,28.01,8.54,0.0,0.0,8552.78188935574,681.0,80,0.07151483207454615,21.6308858,224.0,56.779661016949156,4,0.8799396555334346,100,74.36723163841808,43.0,transport corporation of india
